Place,Crime Category,Year,Amount,Population
Asturias,    3.4.-Pornografía de menores,2020,12.0,1018784.0
Asturias,    3.4.-Pornografía de menores,2019,11.0,1022800.0
Asturias,    3.4.-Pornografía de menores,2018,11.0,1028244.0
Asturias,    3.4.-Pornografía de menores,2017,8.0,1034960.0
Asturias,    3.4.-Pornografía de menores,2016,10.0,1042608.0
Asturias,    3.4.-Pornografía de menores,2015,10.0,1051229.0
Asturias,    3.4.-Pornografía de menores,2014,7.0,1061756.0
Asturias,    3.4.-Pornografía de menores,2013,9.0,1068165.0
Asturias,    3.4.-Pornografía de menores,2012,11.0,1077360.0
Asturias,    3.4.-Pornografía de menores,2011,8.0,1081487.0
Asturias,    3.4.-Pornografía de menores,2010,25.0,1084341.0
Asturias,    3.5.-Otros contra la libertad sexual,2022,37.0,1004686.0
Asturias,    3.5.-Otros contra la libertad sexual,2021,37.0,1011792.0
Asturias,    3.5.-Otros contra la libertad sexual,2020,39.0,1018784.0
Asturias,    3.5.-Otros contra la libertad sexual,2019,30.0,1022800.0
Asturias,    3.5.-Otros contra la libertad sexual,2018,36.0,1028244.0
Asturias,    3.5.-Otros contra la libertad sexual,2017,23.0,1034960.0
Asturias,    3.5.-Otros contra la libertad sexual,2016,24.0,1042608.0
Asturias,    3.5.-Otros contra la libertad sexual,2015,23.0,1051229.0
Asturias,    3.5.-Otros contra la libertad sexual,2014,18.0,1061756.0
Asturias,    3.5.-Otros contra la libertad sexual,2013,22.0,1068165.0
Asturias,    3.5.-Otros contra la libertad sexual,2012,17.0,1077360.0
Asturias,    3.5.-Otros contra la libertad sexual,2011,19.0,1081487.0
Asturias,    3.5.-Otros contra la libertad sexual,2010,21.0,1084341.0
Asturias,    4. RELACIONES FAMILIARES,2022,69.0,1004686.0
Asturias,    4. RELACIONES FAMILIARES,2021,91.0,1011792.0
Asturias,    4. RELACIONES FAMILIARES,2020,78.0,1018784.0
Asturias,    4. RELACIONES FAMILIARES,2019,99.0,1022800.0
Asturias,    4. RELACIONES FAMILIARES,2018,104.0,1028244.0
Asturias,    4. RELACIONES FAMILIARES,2017,117.0,1034960.0
Asturias,    4. RELACIONES FAMILIARES,2016,106.0,1042608.0
Asturias,    4. RELACIONES FAMILIARES,2015,149.0,1051229.0
Asturias,    4. RELACIONES FAMILIARES,2014,137.0,1061756.0
Asturias,    4. RELACIONES FAMILIARES,2013,144.0,1068165.0
Asturias,    4. RELACIONES FAMILIARES,2012,160.0,1077360.0
Asturias,    4. RELACIONES FAMILIARES,2011,160.0,1081487.0
Asturias,    4. RELACIONES FAMILIARES,2010,117.0,1084341.0
Asturias,    5. PATRIMONIO,2022,22476.0,1004686.0
Asturias,    5. PATRIMONIO,2021,18028.0,1011792.0
Asturias,    5. PATRIMONIO,2020,16593.0,1018784.0
Asturias,    5. PATRIMONIO,2019,19066.0,1022800.0
Asturias,    5. PATRIMONIO,2018,18807.0,1028244.0
Asturias,    5. PATRIMONIO,2017,17964.0,1034960.0
Asturias,    5. PATRIMONIO,2016,18359.0,1042608.0
Asturias,    5. PATRIMONIO,2015,18946.0,1051229.0
Asturias,    5. PATRIMONIO,2014,19530.0,1061756.0
Asturias,    5. PATRIMONIO,2013,20834.0,1068165.0
Asturias,    5. PATRIMONIO,2012,20612.0,1077360.0
Asturias,    5. PATRIMONIO,2011,18959.0,1081487.0
Asturias,    5. PATRIMONIO,2010,18724.0,1084341.0
Asturias,    5.1.-Hurtos,2022,6810.0,1004686.0
Asturias,    5.1.-Hurtos,2021,4705.0,1011792.0
Asturias,    5.1.-Hurtos,2020,4148.0,1018784.0
Asturias,    5.1.-Hurtos,2019,6780.0,1022800.0
Asturias,    5.1.-Hurtos,2018,7223.0,1028244.0
Asturias,    5.1.-Hurtos,2017,7261.0,1034960.0
Asturias,    5.1.-Hurtos,2016,7638.0,1042608.0
Asturias,    5.1.-Hurtos,2015,8275.0,1051229.0
Asturias,    5.1.-Hurtos,2014,8715.0,1061756.0
Asturias,    5.1.-Hurtos,2013,10060.0,1068165.0
Asturias,    5.1.-Hurtos,2012,10381.0,1077360.0
Asturias,    5.1.-Hurtos,2011,9322.0,1081487.0
Asturias,    5.1.-Hurtos,2010,8721.0,1084341.0
Asturias,    5.2.-Robos con fuerza en las cosas,2022,2083.0,1004686.0
Asturias,    5.2.-Robos con fuerza en las cosas,2021,1976.0,1011792.0
Asturias,    5.2.-Robos con fuerza en las cosas,2020,1891.0,1018784.0
Asturias,    5.2.-Robos con fuerza en las cosas,2019,2440.0,1022800.0
Asturias,    5.2.-Robos con fuerza en las cosas,2018,2359.0,1028244.0
Asturias,    5.2.-Robos con fuerza en las cosas,2017,2650.0,1034960.0
Asturias,    5.2.-Robos con fuerza en las cosas,2016,3043.0,1042608.0
Asturias,    5.2.-Robos con fuerza en las cosas,2015,3075.0,1051229.0
Asturias,    5.2.-Robos con fuerza en las cosas,2014,3222.0,1061756.0
Asturias,    5.2.-Robos con fuerza en las cosas,2013,3348.0,1068165.0
Asturias,    5.2.-Robos con fuerza en las cosas,2012,3553.0,1077360.0
Asturias,    5.2.-Robos con fuerza en las cosas,2011,3489.0,1081487.0
Asturias,    5.2.-Robos con fuerza en las cosas,2010,4028.0,1084341.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2022,458.0,1004686.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2021,394.0,1011792.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2020,389.0,1018784.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2019,421.0,1022800.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2018,466.0,1028244.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2017,485.0,1034960.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2016,565.0,1042608.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2015,467.0,1051229.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2014,568.0,1061756.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2013,568.0,1068165.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2012,677.0,1077360.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2011,736.0,1081487.0
Asturias,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2010,797.0,1084341.0
Asturias,    5.2.2.-Robos con fuerza en viviendas,2022,830.0,1004686.0
Asturias,    5.2.2.-Robos con fuerza en viviendas,2021,832.0,1011792.0
Asturias,    5.2.2.-Robos con fuerza en viviendas,2020,650.0,1018784.0
Asturias,    5.2.2.-Robos con fuerza en viviendas,2019,908.0,1022800.0
Asturias,    5.2.2.-Robos con fuerza en viviendas,2018,871.0,1028244.0
Asturias,    5.2.2.-Robos con fuerza en viviendas,2017,956.0,1034960.0
Asturias,    5.2.2.-Robos con fuerza en viviendas,2016,1101.0,1042608.0
Asturias,    5.2.2.-Robos con fuerza en viviendas,2015,956.0,1051229.0
Asturias,    5.2.2.-Robos con fuerza en viviendas,2014,931.0,1061756.0
Asturias,    5.2.2.-Robos con fuerza en viviendas,2013,1029.0,1068165.0
